inventory_id,branch_id,menu_item_id,quantity
daf0870a-6a4f-400a-a,3,1039abe7-4540-4f80-89cd-4d7d7dde,198
81f1233c-9f95-44e7-a,3,36476ea3-8e7e-457a-b376-74cd0344,937
eb567a2e-b0a1-4ec4-b,1,2a39de98-7a6e-47bf-bc66-3c8c85eb,725
1e0fd650-6c85-4872-9,4,1495dc46-7992-4a0e-be78-e26bcd0c,156
4cf269eb-1ec0-4586-8,3,1c41f327-9f95-4966-9411-3b10be1f,91
a1a61515-f33b-4013-a,2,f2202d9f-bad1-4bbe-9343-bccd597a,95
0b5a9f63-f0af-419e-9,1,a51b2984-4ed3-4e84-84b0-985b6a4b,911
89234cbe-e120-422c-a,1,bcf3f104-11bb-4ce6-8e02-7999db5c,557
81f95d24-48bc-48cd-9,4,b985d53f-fcb3-4419-8665-673144fb,386
9f377c61-de4d-4ea3-8,1,12d7f6ae-48af-45e9-b4da-4206a121,593
f09156d5-0ffc-4059-a,1,4fd3bec8-0fd2-4971-a0e0-0ce8e796,974
b9c9dff6-94f3-46fe-9,4,c1ca51d8-ad9b-43e6-a71e-0d93ef5e,180
1dc27a7c-d7fa-48ca-8,1,e1fc6eb4-5d34-4b62-aa4d-74669658,83
e985dc5f-1662-4c5c-a,3,eab15cfc-398e-4510-aa9d-0e7381b2,100
2066fb9a-0785-41c8-8,1,afb9f623-996b-4977-ad04-714d1abd,966
92024b94-e0b0-4b5f-8,3,1fd010d2-befd-4a8b-b1c5-c7e9dd4c,545
90a321a8-429b-416f-b,4,faaf3266-3802-425c-a4a5-5389c3b3,370
55117dd5-e814-4eb8-b,2,8d63ce34-ae71-45cf-bc20-c3321a91,518
b937cd22-52f9-45e9-a,3,f6c1e7fe-a839-4f17-817b-9923c98b,735
f655b1ed-d7dd-4e39-8,1,a21354e9-348c-410a-9df6-bac194d1,917
3bb5ef6d-f15a-4047-9,3,900b3bc9-4559-49e8-9735-ab7541eb,953
4855f1a2-7cef-4c7b-b,3,cfda1935-75a4-4af8-b529-41120384,836
d5d0e034-e816-4986-a,2,d9cd6b8e-c979-4872-ab6f-eae260c5,295
23e29732-4cf3-430d-8,1,31a02d5e-5388-44bb-8412-041d112f,207
a49f4f3c-c2bd-4d00-8,1,e3ee8c6f-6bfe-4bfe-b8dc-4d91e8c3,730
caff10e2-0bcc-4c90-a,2,bd870f81-73e2-411a-8246-a217985f,414
c4231fc8-cd1b-446e-b,2,8283d3f6-4cd8-46a5-9ffb-0cc35302,939
639183ae-c4ac-435c-9,2,69eef343-97b2-4b10-92c1-321c06b5,75
80b27088-90f5-42f9-a,1,4055398b-7559-4999-bc75-22861870,362
b1f01f14-0925-491a-b,1,274c3fc8-1ba4-443a-8f55-8e590954,655
18a71d1d-30ce-4219-b,1,9c4e0038-006d-4017-8bff-83aa2193,928
d48bf13d-1568-426c-9,3,ebc1a326-b4ee-4b9f-8353-62fc608b,829
cf2fcfeb-03f3-421c-8,2,cf61e059-9260-44cd-8a9e-3b7cff28,825
742c5a19-45c8-4284-8,2,13e88927-ba78-43ad-be6f-f429cc29,354
76195cac-8857-4abe-a,2,656a0829-e7a5-4320-8d96-9bfa46b0,928
232c912e-9efd-4ee1-a,2,7a16cfd8-4749-478d-9083-1635b7f4,225
47c156fa-954e-4005-9,2,79bfaaf0-ef37-4565-8c0b-632e626d,302
84164b61-bb48-49ce-8,3,838fec63-7c29-4b8c-a309-b1e6e9dd,305
d0d72f76-ac9f-4001-b,2,7d222096-1c84-430e-b4ca-f134619f,29
649480a3-ff01-45a7-8,4,08aaa4c6-3b2f-4ed1-af2c-8c2df78a,290
e0260ceb-eb4b-4abd-b,4,d9aa97da-9e00-48bf-9bfa-d2a0b61d,340
6c9e7d63-e9a6-42ac-8,1,2aefa76c-8005-4699-b32b-9c316816,36
83115e96-c3f3-480c-8,4,84de3421-3d6d-45ea-9e63-699401d4,475
1941f339-6b2f-4047-9,4,eb3d1dbb-1a72-4492-9319-f9771566,655
a5356131-2d67-4879-a,1,8e430141-2637-4ec3-9d13-67120019,677
3caba821-5bd4-4197-8,4,05b0d085-2c99-4d53-8af2-6f13b34b,66
6394f543-6364-49f7-8,2,109ca7d8-6cc6-4a94-86ee-eccbf2cb,469
2080538b-4d02-4eba-8,4,e33a4108-d00d-4af0-9d07-9fcdcbe9,788
fcb5cc7f-7c54-49b0-9,1,b952c6bf-7cb8-4a21-9e56-e408ef5a,943
c4cb62fe-7683-4202-8,2,b5b5d768-7100-4aa2-b542-ff1c8399,817
dca5af0b-bbfe-4cd9-a,3,76011581-785a-4b8e-b147-24a04d5d,952
fc501c29-49d1-4919-a,3,2bc57123-d51e-41f6-b283-23c91394,476
b6fd1106-1e78-464e-8,3,54f0bb9e-2a49-430c-aae7-85cd7e12,91
03ce56e8-b38f-47a0-a,1,91d1cb73-b3c5-4ddb-8694-4e4376f8,510
53858bf5-8a92-4fbe-a,4,c9eb5265-afc5-45be-8951-ba5cc82e,703
55a743cd-f503-4e1c-a,4,a4314f0a-a5a5-4471-ada6-cd2116e2,789
04825555-6bfb-49db-a,1,07337d4e-480d-4c0c-89a8-a6ac5bb1,358
beee9b3e-f260-4157-a,4,3b2d3a2f-d3c7-4b41-9976-e28a8876,931
d85080d6-c2ac-4fcc-9,4,8ef445b9-9775-4348-ad3c-2fe1590c,716
0d68587e-6d2b-47f9-8,3,3d43a025-4d71-4d37-a922-63deb288,811
1db8463b-bf71-4951-a,3,5386f94d-de6d-4f7f-af71-b70e05e5,741
3cfdcf74-2c56-4f49-b,4,e8322857-3ef1-4125-a047-a3896664,728
0741bcc1-ee41-4d54-a,1,56854bea-ccc5-4d62-a627-a97cd9b0,514
e7c217b9-4372-4b17-8,3,b2c4d0af-2a74-4e4a-bc9e-6dfab20d,565
1fde6983-6d28-482c-9,2,9687b1fe-576c-48c8-9955-e5373589,81
ba0c93aa-4ee6-462b-9,3,86424d52-f380-4633-8d30-af36ee38,584
22cd9fed-d2b9-4c40-a,2,59ad6855-5ef3-4126-90b8-03e6d8de,725
3ac6abe0-79f9-4f57-8,4,0008d83f-5add-43f0-a0e1-5162293f,837
c213fc0c-50b1-44dc-a,3,958808d1-fba4-4ebd-8c22-6fce2e81,468
fe713e71-4606-4d2c-b,3,87fc75f4-3d7d-447b-b247-ca46754f,497
1f85b20c-1075-46f4-a,3,5a3afa34-df3b-44ab-b8b2-184580af,647
424623e1-dab7-4953-9,2,4ef38032-eb61-420f-b282-a66df90b,880
cba624d8-7f0b-4a33-8,4,d10912f3-513d-40b9-a245-540bde9b,555
e520edbc-4204-46af-9,2,3683111e-da8d-48e9-88d7-d4392467,633
1fe912a4-e4b1-4d84-9,4,4b8d57a5-50a7-414e-900a-519454c6,340
1a40c59e-c892-475a-b,3,85c0c3b6-dfe0-426c-9e71-61d9d442,357
fbe1efc8-949a-4852-a,3,cd6bce13-5422-418f-b49f-c336c26e,843
5dcb94aa-6144-4c07-8,4,951161ab-aee1-401d-9f60-1c0378cd,711
6da36afb-ea64-4ba6-9,3,19fb37be-5c71-4723-9a4c-96795fa8,74
c3e69663-86d3-4bea-9,1,be9292db-9814-42eb-a94d-c8ca2f13,2
5c35df90-ca07-4862-b,2,126a729c-0735-45ce-a5e5-fe4676ba,723
d98497e2-6659-4718-9,3,31fe0f60-fc24-4213-a41f-6340670b,227
8b75f015-4732-44ca-a,1,3e02657e-3906-4272-8afe-69785fdb,436
c4575f5a-33ee-45f7-b,2,b6da51fe-6575-4c50-b774-6e397b37,377
64c9bb3c-e797-42de-a,3,1ad89923-e235-4744-abe9-8d5f214d,70
4e27f8be-6d05-45ed-a,1,bbe9fea6-5581-4522-ade5-460c0017,952
5d884b02-6c8a-48e2-9,2,b0afc867-2cc3-41a0-9696-d99e5fa3,297
6d40a5e1-9ff4-47fb-9,4,67cdb160-dceb-4af1-9ad7-0d4ca79b,292
99fc3efb-43cc-49ce-8,1,3a750100-d042-4041-bbde-7315915f,552
7e736dde-b1df-42dc-b,3,e3cba22a-a2b6-4b86-9794-f6dc9656,835
6cf66674-153d-4616-9,2,c5564926-6329-4e1f-8c33-c6d25612,106
abb31d9c-a690-4ace-9,2,54331d54-3916-45ad-a780-de780bfe,719
6f9b2f25-ad9a-46bb-8,4,4115254f-0efb-4db0-bc82-c8442129,944
09ef61f4-995b-4b26-a,1,1e67a372-3be5-4908-9e6e-f39c3943,768
a23fa08b-706f-485c-b,4,7de16d92-73fc-4f00-ab81-47cc42c3,252
2fe6dd6e-184e-4c13-8,3,466376e4-ad37-40dc-afff-f3e95e9d,340
7061d712-1486-4245-a,3,fb0f8183-1a5b-429f-9b2c-67ccdd0a,340
0fdbd3ba-e42c-4b09-a,3,fdb0b416-1751-4004-9b50-2acbeb75,474
246eff94-f6ea-4ba5-8,3,eff1ecc6-4d68-45be-a06b-fb74d97b,320
72b59a68-7731-4c87-b,1,2a8415d5-f908-4e00-88ae-e97302fd,953
1daf491c-67ab-4501-a,1,2d3e1b23-4ed1-45fd-9d13-2e60d12e,71
1a013d28-5197-4398-b,3,252c5f35-ec17-4f69-9641-3a2b9e1f,94
ce80ed13-28aa-4d41-a,3,70bc76c2-7436-4965-8c96-e9709b15,692
51fb4d62-c2b7-4c57-a,3,ef9ce9ad-2972-4b61-b1c6-105bde29,151
728f9ad3-e670-45f7-8,4,67ead946-225b-4dcc-94db-ed8b02cc,440
60631c6b-68a2-4283-8,2,29cc1d05-2f6a-49a4-815d-7f808eee,661
ec44322e-200d-48ae-b,1,cc1a3ec1-e33f-4cdf-90f7-151f66c8,911
9b2ffcb4-db55-46c8-8,4,faa618ca-b86c-4a53-ab0c-f2051ca7,834
906a8682-9471-40b6-b,3,deae60ce-4cf6-41a6-ae2f-c7b7b1e1,72
37b1d5fa-32ba-4fbf-b,3,a963a114-045b-4483-a449-a031079b,400
1ed7ef39-926b-4d3a-9,1,9521a4de-67d8-4b0b-8980-66734045,674
d2b10dc4-07af-41a8-8,3,bfe63107-ace6-42e7-8e0e-c8a79a39,324
e875c8bb-f0c1-4331-9,3,0322ee39-91d4-47f7-b9d9-084ac892,470
c71ed76d-8f0a-4344-9,1,68a58ab3-e400-4900-8702-2af72716,121
47c68e64-daea-4198-9,3,a6005e51-d5d1-48b2-8ffb-9d0c1e03,3
b90f96b5-ae67-41e5-9,2,29546534-d451-4696-9ca4-d1598e28,818
576c4580-18db-498f-8,1,25945bda-e9dd-4faa-a099-de32275e,948
8d095b89-457f-4a52-9,3,5b6a18b6-c804-4ffa-b672-8dbd4d90,4
c85336c3-bfed-4824-9,3,5d0adf78-f2c8-49fc-8dfd-620a8a61,976
40af8fbe-716f-4006-8,4,e844e3d9-46ad-4eb4-9e45-fa77d04d,737
b791964f-547d-4af2-8,2,c6d1ffdd-65f7-46bf-b506-3263a246,344
92f2e053-3df0-4c8e-b,3,774f296b-d862-4f4a-8c73-c19e1b87,686
f06e0262-0843-43eb-b,4,e268e2cd-2c65-4e7a-a518-59a372e5,712
410ea709-715d-4c8d-b,3,d8ba321b-3530-4819-8948-6885acab,111
30ea3690-d95d-412a-b,2,27f5516d-529e-436c-af24-af26e460,72
2669efce-7910-4705-a,2,896d1eae-0619-48aa-bd79-c099d8f5,480
e16eeead-a29b-45f4-b,3,1ce59304-4edf-49ac-8790-73dcd596,514
c6442cbf-21cb-4eb6-9,2,86d31170-73b5-4a19-b119-12c80366,372
73caf07c-0780-44bb-b,3,763b240b-b6b5-419d-b65c-a5d63498,685
6f55b793-7664-49fe-a,4,2eb44cce-1449-4cd3-97a2-1bc84dd2,663
47721934-751c-4773-9,1,e4dc9584-f592-4d49-bf8d-ed656739,916
6789b6c7-407d-4260-8,2,eedc08e1-369c-47f1-8b31-4c54df16,635
2be10b22-f490-4475-9,3,5272afa8-7bcd-4be5-9722-34038565,748
225eb564-2642-4ffd-9,1,bf35dba2-d678-4672-bc4c-aa8f2343,349
b61d094a-fcbf-4312-9,4,70631408-2a38-43bd-be49-6d677618,149
f2425752-e4b3-4756-8,2,4f0d02ad-9dbe-498b-949d-56c57e5b,770
d10b9fd2-2fcf-4ae2-a,1,d30d2fc7-2d14-485b-aa26-e8638eee,455
16ef7ba4-7032-43d4-9,1,722c6b8d-2bbe-41f2-b77b-138c7b02,327
1ae0dda4-954a-4bad-8,4,c413d53b-c965-4552-be4c-54d092e2,585
9159b9e5-8644-4f99-9,3,59aeaf7d-4af4-4e72-b244-233497b3,823
7690115a-4b63-498f-9,2,578cf9dd-0cab-4ce1-a203-a5ed2e23,732
b29f0c42-76a9-4cd4-8,2,1a36ccdd-d4c5-48ac-96f1-46b2d44c,253
4eb005cd-8f8c-4780-8,2,c8dea87b-5b98-4d83-a53d-40476f63,162
c28e9ce2-78f3-4665-b,3,a6197876-e88a-4d32-b34f-a7af838c,229
99619867-1a3d-4df4-a,2,d12507ae-265e-4f56-9fb8-56551104,750
33b2e28f-0ff5-45e3-9,1,c4cabffb-5f3e-41db-b76e-fd94eab6,203
44e184e9-c4ac-4a36-8,4,627a5e8c-4643-41b4-87ed-810252bc,841
1f890a5f-c6fa-4815-8,4,b318c200-f890-4387-8fa7-01c1d88a,332
4f62b1c6-9bc5-406a-8,3,78c77793-e7f0-4d1d-9ac8-842ad1b6,171
ad16eb47-99f1-4795-8,1,b6febf7e-3039-497f-90a7-e3955313,240
a94cf245-ec85-439b-b,3,c6a19f74-2ac5-41e5-9178-845d5384,865
3aec2e80-18cc-4592-a,1,561e968d-b2ee-4e17-8caa-d0b16073,680
0d82e699-cc52-4f4c-a,3,f20cc846-b734-4887-8c18-2a5227b9,473
57808665-6265-4710-b,2,cc39a66c-d079-4fce-ad56-75bf4fa3,711
78b9bb44-7d25-40a4-a,4,322fc393-1da7-41f4-805e-164ccd48,8
775e6b9e-d2c1-442d-a,4,5b9a8f6e-dbb6-4904-be34-9cd74798,761
dabe6bb9-3598-4ef8-9,4,179c517c-9790-4604-9c9f-5cbe7383,769
56b67c3c-9bc0-4c6e-9,4,f4da9f28-220e-4c7c-b845-0f6cd9be,649
6712821e-c9c1-402c-a,3,8aec43b7-b242-4a36-b685-ba13ead7,106
e2a2e421-aa53-480e-9,2,4ba66dc4-fc34-46c1-ba2f-7d7fed38,91
d9a53824-6275-492a-b,4,c510dc72-d3f0-4df4-8590-db31135b,580
51fb8d00-7f4c-4f54-a,3,d71829da-c1ac-4e30-813f-ef450a64,465
84bb5d56-4441-46f9-8,4,792bbcce-1c89-40ed-ab16-80ca3010,856
d7a29917-2d3a-488a-b,2,26134898-d84b-44fe-afea-ee55ccde,224
f746c891-398d-4e31-a,1,578cb1a3-9c9e-42fb-9e44-baad2fd1,581
a7b8bacf-7a52-48da-9,4,42687546-0404-457b-8974-4c88be00,62
1c6c383a-f450-4973-8,2,bfbe0f20-70ba-4b12-93f5-da59bce8,872
e9720c83-fa3a-4fc0-a,4,8512a32c-2064-457e-a201-292e9491,590
6fcfa187-72c3-4a5e-9,1,1b3428d7-ee39-4c8e-a065-e9d44f2f,891
79dd8d53-84c2-4d09-a,3,8efe7b5f-5a5b-4b34-a2e3-1f015981,190
95c39c08-9262-4e7a-b,1,edcdaaf5-0ff0-4a01-9f1d-09f3c0a2,761
8cf23d55-8bcf-4aa5-b,4,46879d91-f3c7-4dc4-8bd1-2c1c114a,166
4590672e-3b71-41a3-a,1,18844e03-2279-4ac5-ab3d-b941bb3c,571
5720685e-c84d-4709-a,3,578cf9dd-0cab-4ce1-a203-a5ed2e23,168
4ce46789-19ec-438e-8,3,163f926b-f43d-4c38-8892-1c5fc325,808
2787f06e-ea57-447e-8,1,f1dda772-2e3d-43a6-a466-9f4e2176,192
1d16fa50-0ee2-49a4-b,4,c1622539-48f5-48f1-8bdf-3df06346,858
db1e7aa7-d071-46e5-a,1,ff3bbbc5-027d-4271-a010-6afbb53e,131
246d76e6-a8b5-412b-b,3,06661257-0654-413a-911e-fe4acb5e,922
9d7e146b-b1d2-4821-b,1,c86bd5e9-6382-401a-9f6a-41ae75fe,140
e2b07540-b112-498a-9,1,b270c2d9-12d8-4d3c-80d6-653019b3,1000
033a65fb-c100-4e84-b,4,ee3a096d-7a26-4e25-9285-d3a5c9c4,178
4bb687d3-11ca-4546-b,1,e8e74a1e-87e9-4453-845a-682759dd,694
46a56236-8453-4f8e-b,1,12c58318-0b59-452f-81f5-452d1679,733
06fe9a1f-3823-473d-b,1,dfa7bd5c-525d-4e81-a356-6a0542cd,256
e7671c36-e0ad-4058-b,2,104f256e-fc52-4657-9ec4-b4492591,203
c106efc3-fb16-4750-a,4,d67ec6d9-f4bc-4ff7-97dd-e3858a92,394
d1080140-064d-4bfd-a,2,d3219fc6-b920-42ee-82b6-7cc1853e,958
ca5e9190-6033-4470-9,4,f4c940e0-7a9d-4125-9d8d-93b8b2f1,990
9c8bb9ae-e0a3-4efb-a,4,d166c162-4706-44b0-823e-0b5e60e3,311
98fcd271-ac02-4ee6-b,1,936c3f9a-ec6f-475d-82c3-220b16d7,27
dee54a4b-2317-4cf3-8,4,d4aaadcf-f6af-4a61-9792-54076172,243
c531d20c-4a6d-4f15-b,3,9767a3c2-22ac-4e66-bba5-2dda3d3c,430
430bbcf8-3b0c-4c28-b,3,ea721468-c738-4bd1-9465-17513d6a,5
b41924ba-7ec9-4985-b,2,e5eeb735-f6b0-4cff-ad0a-49f21069,309
4d90556a-daf9-40e1-b,3,9ee3273b-1ed9-4559-96ed-837d28fd,556
3ac7e43b-0e2d-4980-b,3,c82ecb10-4d73-4314-9efe-4b6db8ce,59
e21e0cf7-d74e-4b0f-9,3,2dd87404-52d9-483b-9a7b-ac2f9c20,175
86d3029d-1cde-4932-b,3,cd0885f9-b1d1-4edd-a8ad-39c6ed1d,50
823b7844-e330-4c59-b,1,0008d83f-5add-43f0-a0e1-5162293f,836
4ea03ec3-f394-4cd3-b,3,e212100f-f6d7-4113-a5fc-e4803eb1,417
2ec6d23b-1653-4da7-b,3,03852e02-32ed-4339-aed4-60f16cb3,938
f05218a7-ac33-4a3c-a,4,ea9ef74d-97e0-4582-937e-f882d7c9,648
aa1be1bf-8a4c-471e-8,1,5dbf6972-1d8d-4b86-a735-3974c8ea,838
0e3f3b68-54a7-45bd-9,4,39d2cc39-e0e8-47c3-ae99-49b9c719,287
272897fc-54a6-4fd1-8,1,61631889-f504-44f0-abf2-67cb369f,580
3d13ec3d-7db9-4eb4-a,4,642ddc17-e705-493c-bab2-23a24ded,129
95e74f07-2e71-4f54-8,1,0c207f96-227f-45ff-868a-a9914665,830
799c7f5f-6cbc-4908-a,2,52e5219e-b476-41c0-859e-d9deaf64,520
827a3a1d-cea1-499c-b,3,0da35ca8-a1e5-4058-b364-ec589da9,397
b6c7d494-60f2-447a-b,1,64297418-68c8-4f74-9612-e10e6181,724
6d6f67d5-6d54-4924-b,2,cee6347e-9b0f-4e17-8839-46c02512,341
ea3ce154-5105-403b-9,4,7bf38965-847a-48e3-902d-7d59f223,119
479f3c95-36df-4eea-a,1,84e98e89-ee20-4014-a55e-d5a8b182,416
6a620a06-bcce-4d43-8,1,62a77e9b-82d8-45ac-940e-cfa8a01a,461
8b91432e-86b5-4ee5-8,2,6a2e9672-2ed0-47e7-a5fd-7a6c9dc0,861
22030701-eee4-4793-8,1,a540c539-9c1c-4a5a-a3ab-4383c176,566
2c0a6e47-89b3-4cc4-8,3,2a361ccc-7123-4c30-b656-7ab73bc8,608
0b7f21ad-d5f2-4383-9,2,53f7cf29-a18c-4a45-bf7d-8d7d7631,212
3c99d5aa-9d5f-4902-9,1,2091d1dd-60d4-4676-b409-63f87ef3,38
03419669-9ada-4073-b,2,208aaaae-adcb-4eae-824a-a7ee0562,549
72c1c0ae-857a-42ca-b,4,6f8f9efc-5742-4197-943a-7ab4d861,905
a36b3b4c-f22c-44cc-9,3,4c773fdd-dfe0-4c5e-8bb0-ab817580,647
51085e19-b6bb-4467-a,2,d1f88613-b1a0-4e76-bb92-b648597a,99
5e9d4906-48f9-42a5-b,3,f49961d7-27cf-4708-a229-779c231a,988
ba4ee01e-c549-47d9-a,1,252babb3-ca38-4b27-8d5d-7f499ccc,760
9f823d60-861e-4115-a,3,2af470a7-394e-4995-a393-81c1badf,685
0d273225-39f3-47f5-9,3,4ce4f683-f91e-4750-a670-68cba01f,320
ce91f8c8-942a-4972-8,4,b214f74a-69d4-4678-aca1-64c0a252,707
d1fb32e0-839a-449f-8,2,f760a1f6-c4a6-4938-bd42-e31dff1e,796
c400cb84-590e-41b3-9,4,980bd672-195c-4638-90d0-bdd71ee7,139
53ab457e-da2a-4774-8,4,b45f68ff-97ad-4bab-a8a7-6e5bf947,369
4b88609e-42d4-48eb-a,4,ee643740-f1e5-42a9-a090-f37efb22,355
29c2f950-da67-4e60-8,2,13faa495-2171-4120-8164-d1eaaa1e,274
71018c82-013b-4027-8,3,61798925-6489-4f38-9e0e-50ff51be,26
74ad07fe-cb4a-4ae2-b,2,d71950f7-8f30-4261-9374-f62f2440,247
c2b0acbd-8ee4-44ca-b,3,dfa89c13-8229-4af4-8b8c-97a77ba6,374
c025b28c-b332-4121-a,1,35d62166-8a7c-4656-b1dd-b5f6d0c3,717
34a6a1bd-9888-4a73-8,1,9863bc22-c9da-4a6b-8710-3863e5e4,613
0bd1516a-16c1-4320-b,1,b97e9feb-1da6-4883-9919-d5de3c13,757
67ea70be-113f-421e-9,3,a9c76194-bed5-46ac-b4b4-8537d68a,616
6e509be8-dd02-44bb-9,3,2a18aaad-87a5-4810-8228-807f5b9e,474
7bbfd97f-ac2e-4d9d-9,1,c909f339-4d91-4211-a6e5-69773951,968
05fd6992-3ca0-43b2-9,2,97d94ee8-2948-40a1-a73f-90d91a7d,836
a6371349-a75a-44df-a,1,c7b1fb27-cf9b-46db-a62c-c4b8bde5,53
2c01153c-0928-4da5-b,3,8b540965-e7eb-4b9d-8423-92b2942e,960
567776a7-37ed-48da-b,4,f49752b2-352e-487c-a30f-bcf6000e,938
1fc8d7b8-6fa1-481e-8,1,e4dc8db0-6636-4f31-b938-d022c13d,995
121b3286-3dc8-4821-a,1,882ebb8c-141a-4979-ba8e-a2c9a633,768
a19fcd2c-41a0-4666-b,3,24ea5c30-087a-4717-9f24-5387befb,568
6062fb0b-2a28-46fb-8,4,385f3c08-1f26-438e-960d-82faa8ae,828
b3c510c7-4ca8-4154-b,2,8afa71d5-246c-4fb0-82ba-df5eb00a,931
23aa211a-51da-477d-a,2,8d400480-46ee-4f8b-8cc2-4fb09cf4,152
4fc0fdb3-0a0c-4466-b,4,273e2af0-e3d3-4097-8fbf-f5e94965,987
0b0337b0-926f-4f25-b,4,0410de65-46bc-457c-ad3d-390bbc9b,643
50984cb8-6280-49ab-b,3,23397b61-6667-4dae-8d19-ca5d4f2b,157
65c527be-122b-46bb-a,3,af254169-30b5-4d06-b646-ddf46b09,350
25053c13-fb92-465b-b,1,7c2c1546-e964-4442-bea3-f98b4f88,881
d0b3a5f6-f047-434b-8,2,51ab9fdf-0b0d-43fe-8aaf-b2727596,697
975c6c76-fe30-42b1-9,3,b3b32d06-b270-4268-bd9a-ec27d78d,742
32024b57-1cf8-433f-9,4,6bb73ea1-7994-47e3-80f2-66e82908,660
680f8363-26d2-4faa-9,3,b2bed231-29f2-4003-b70b-a0cffb40,92
02653cf0-5aca-4492-9,3,1ad86475-352c-4220-aadc-7b1bf8ab,903
01ace5f5-ed63-48de-9,1,cbde8346-7428-46e9-9568-e78854ef,310
0c920297-1046-4b23-8,1,db97ab6f-34cb-46b8-9691-fcb7c8c2,970
7de8495f-c9ac-4f91-a,1,6963622e-518e-4e96-af27-fd8a1f66,882
a5494bd6-ea0d-400f-8,2,4618f6ec-bea7-42ce-8df9-cbb861a3,662
ccf48c19-c10a-489a-9,1,57d1b4d8-ec0c-48fe-a254-e72e761a,140
56d91315-c014-4c58-8,1,9228c2e6-6633-49be-8aba-068563b4,815
69727173-bbec-4bbc-a,2,59d4a9b9-26eb-4642-9437-c3ada386,825
6864bfdd-00f3-47c4-8,2,6e0e3307-3231-4447-a9b4-ff441f6e,927
f1ea9773-623a-49eb-a,2,851b6adc-f2f7-4d6d-9d3a-48871cc6,979
ed93e06b-6a63-47bf-b,3,a0c11109-58e6-4d3c-a300-8fabcc6c,991
48e51dda-da6a-40f7-9,3,91a5fec0-4d08-44bb-bee9-4bf211c1,40
e4913f43-7859-49b1-8,2,4ea1eb41-9cec-40a6-83a7-107314a2,461
d31319b5-2738-457f-9,4,b5808841-1b6f-4dba-91bd-58256d37,724
c4a625bf-6184-42b1-9,3,ce365c55-c593-4703-8cde-3ccbdb9e,88
d9cfacd7-ef76-439a-b,4,fdfc970a-67a6-48a2-8062-e78f4688,268
9c0f3337-a5f7-4356-8,4,bdcf0fdc-14b5-4429-ae4a-c75d5791,13
a9b65d97-a70c-4170-8,2,7833d3dd-a957-4693-b9e8-16061816,436
49a09d36-7d18-4581-b,4,bd010dd7-f643-46c7-b4e5-22f14372,120
c455e626-3303-4102-9,4,086bde0b-36ad-430d-ac91-c832f222,325
1b5c488b-573c-4db9-9,3,67ab2f3f-0cfb-4b91-b068-afc7a1d2,698
9cbce324-4deb-4eed-8,3,767bb086-ea90-402d-a03a-b2582a57,207
2506f312-909e-47c5-b,2,7e89b5f3-972c-4e5a-ad4c-7edb41b7,316
c6936ede-6950-469b-b,4,7c6e7ca7-94b1-4eb6-8813-61966f4c,289
7cd8cd10-466f-4e38-8,2,d3c1f33f-e3ec-4e74-8966-d10dde91,63
22955a02-5ef7-43eb-a,1,b356b4df-c7b1-4550-b2e5-1743b911,420
ae514132-e927-4fb0-9,1,f74c8ca8-5539-4d1f-b73c-f2791d82,387
3ed7d104-be69-4fdf-8,2,1e2aefa6-1c94-41fc-af62-03f08ac7,527
4ffb8291-e4ed-493d-a,4,a034312d-86b6-4ee4-824e-51ba56f2,843
6552b458-8355-403f-8,3,479ec0dc-2a1e-40b7-a8ee-8b1e91aa,377
a2809c3d-e5b6-4270-b,3,67cfddc9-17fa-4822-8ce2-dc174880,903
3d833468-7c9f-4cb0-8,4,dc872860-f96a-4511-8dbd-83e8fb7c,340
78c15f84-a96a-4051-b,4,c5b8e613-c51b-4a83-92e5-45ec67da,832
cee9b45f-dd44-49dc-9,3,6e69a012-4bd3-4c78-ab14-f14fce0e,463
264d70c6-ecee-435a-b,4,df9cd2bc-c787-47e4-be9d-2b05a602,847
12baf6dc-ab0c-4ab5-9,1,42a2b685-0198-4690-9fb7-aa8da897,142
4e1e4141-bf87-49a4-b,4,d42e4a08-b01f-4ab6-8318-bab594dd,767
5f5035e4-d842-47e0-b,1,2c7dbb77-4791-4c9b-b8af-935c0020,233
52953b24-adad-4410-8,3,8491ee7a-fded-456e-a7d9-2ac46e04,333
9c3e9881-2c0c-4e36-9,3,f6e15326-d10c-4ec0-b000-03107894,957
7842b3e4-58e2-43e5-8,2,fb4e11cd-0245-42a5-a383-6de96d31,530
1196ac01-550b-48af-a,1,dbe831ae-c832-4bbd-80d3-f70a8fb5,225
56aa1116-5d03-46cc-8,1,7fe0fa4c-45ab-4b5e-bbc2-222f9a5c,780
00313c03-d560-43d9-b,4,2620367a-862c-46eb-b311-f9b0d365,315
d6481e23-3346-4011-a,3,b265e747-6487-4769-97ea-a56d75f1,795
a88d9008-a740-461e-b,2,3c074e1d-c1c8-482e-945c-6cb952fb,942
d374495f-9098-46ac-a,2,056b5def-017f-47a9-9865-71668c4d,836
e1051bcb-3e63-4eea-8,3,5c102279-a248-4c8c-bf34-2b564234,427
ce96394b-92fc-40c9-a,1,511bf617-f97b-4673-b6f8-39b93461,407
44a72f45-f024-421d-8,4,9cbcac37-540e-4d70-a4b0-66a1fc2d,380
07ffc534-f187-4abd-b,3,6830a291-be2e-4eff-aa41-0d4bd8b0,213
